filename,rating1,rating2
26_1_1_20170113012239224.jpg.chip.jpg,5,5
26_1_1_20170113012346273.jpg.chip.jpg,4,4
26_1_1_20170113012350417.jpg.chip.jpg,5,5
26_1_1_20170113134115794.jpg.chip.jpg,5,5
26_1_1_20170113182747229.jpg.chip.jpg,5,5
26_1_1_20170113193242959.jpg.chip.jpg,4,4
26_1_1_20170113193249379.jpg.chip.jpg,2,4
26_1_1_20170114024504169.jpg.chip.jpg,2,3
26_1_1_20170114024803585.jpg.chip.jpg,2,3
26_1_1_20170114031102802.jpg.chip.jpg,3,2
26_1_1_20170114034141360.jpg.chip.jpg,1,1
26_1_1_20170116011336602.jpg.chip.jpg,1,1
26_1_1_20170116011345690.jpg.chip.jpg,1,1
26_1_1_20170116011406006.jpg.chip.jpg,5,5
26_1_1_20170116011408805.jpg.chip.jpg,4,2
26_1_1_20170116011417813.jpg.chip.jpg,1,1
26_1_1_20170116011422334.jpg.chip.jpg,3,3
26_1_1_20170116011425192.jpg.chip.jpg,2,1
26_1_1_20170116011427995.jpg.chip.jpg,4,4
26_1_1_20170116012157847.jpg.chip.jpg,3,3
26_1_1_20170116012224668.jpg.chip.jpg,2,2
26_1_1_20170116013104528.jpg.chip.jpg,1,1
26_1_1_20170116013947455.jpg.chip.jpg,3,3
26_1_1_20170116014015136.jpg.chip.jpg,5,1
26_1_1_20170116014143675.jpg.chip.jpg,3,3
26_1_1_20170116021324542.jpg.chip.jpg,5,5
26_1_1_20170116021804434.jpg.chip.jpg,5,5
26_1_1_20170116021949852.jpg.chip.jpg,2,2
26_1_1_20170116022013916.jpg.chip.jpg,4,3
26_1_1_20170116022019173.jpg.chip.jpg,3,3
26_1_1_20170116023808283.jpg.chip.jpg,3,3
26_1_1_20170116023939164.jpg.chip.jpg,1,3
26_1_1_20170116024031179.jpg.chip.jpg,1,1
26_1_1_20170116024044126.jpg.chip.jpg,2,2
26_1_1_20170116024053194.jpg.chip.jpg,4,4
26_1_1_20170116024218334.jpg.chip.jpg,3,3
26_1_1_20170116024221538.jpg.chip.jpg,4,4
26_1_1_20170116153050594.jpg.chip.jpg,1,1
26_1_1_20170116153132729.jpg.chip.jpg,3,2
26_1_1_20170116153211138.jpg.chip.jpg,4,4
26_1_1_20170116153217708.jpg.chip.jpg,3,2
26_1_1_20170116153221266.jpg.chip.jpg,4,4
26_1_1_20170116153234172.jpg.chip.jpg,4,1
26_1_1_20170116153240337.jpg.chip.jpg,3,3
26_1_1_20170116153243210.jpg.chip.jpg,4,4
26_1_1_20170116153255355.jpg.chip.jpg,5,4
26_1_1_20170116153419888.jpg.chip.jpg,4,3
26_1_1_20170116153459393.jpg.chip.jpg,5,4
26_1_1_20170116153749007.jpg.chip.jpg,4,4
26_1_1_20170116153807471.jpg.chip.jpg,5,5
26_1_1_20170116153812488.jpg.chip.jpg,5,5
26_1_1_20170116153816328.jpg.chip.jpg,1,1
26_1_1_20170116153827997.jpg.chip.jpg,5,4
26_1_1_20170116153853816.jpg.chip.jpg,2,1
26_1_1_20170116154333887.jpg.chip.jpg,2,1
26_1_1_20170116154712959.jpg.chip.jpg,3,4
26_1_1_20170116154727986.jpg.chip.jpg,2,1
26_1_1_20170116155039588.jpg.chip.jpg,5,5
26_1_1_20170116155754189.jpg.chip.jpg,5,5
26_1_1_20170116155758186.jpg.chip.jpg,5,4
26_1_1_20170116160229813.jpg.chip.jpg,4,4
26_1_1_20170116160253328.jpg.chip.jpg,5,5
26_1_1_20170116160647680.jpg.chip.jpg,3,2
26_1_1_20170116160838344.jpg.chip.jpg,4,4
26_1_1_20170116160850384.jpg.chip.jpg,5,5
26_1_1_20170116160918398.jpg.chip.jpg,1,1
26_1_1_20170116160930991.jpg.chip.jpg,1,2
26_1_1_20170116162105745.jpg.chip.jpg,2,1
26_1_1_20170116162258869.jpg.chip.jpg,4,3
26_1_1_20170116162426080.jpg.chip.jpg,2,1
26_1_1_20170116163946811.jpg.chip.jpg,4,5
26_1_1_20170116164012804.jpg.chip.jpg,4,4
26_1_1_20170116164056356.jpg.chip.jpg,2,1
26_1_1_20170116164338305.jpg.chip.jpg,4,4
26_1_1_20170116164358291.jpg.chip.jpg,4,4
26_1_1_20170116164434468.jpg.chip.jpg,5,5
26_1_1_20170116164838750.jpg.chip.jpg,4,4
26_1_1_20170116164843976.jpg.chip.jpg,5,5
26_1_1_20170116170023605.jpg.chip.jpg,4,4
26_1_1_20170116170028717.jpg.chip.jpg,4,5
26_1_1_20170116170849354.jpg.chip.jpg,2,3
26_1_1_20170116170901103.jpg.chip.jpg,4,4
26_1_1_20170116171855347.jpg.chip.jpg,4,4
26_1_1_20170116173239454.jpg.chip.jpg,4,4
26_1_1_20170116174149455.jpg.chip.jpg,4,4
26_1_1_20170116174208031.jpg.chip.jpg,5,4
26_1_1_20170116175425484.jpg.chip.jpg,4,4
26_1_1_20170116175448301.jpg.chip.jpg,5,5
26_1_1_20170116180048447.jpg.chip.jpg,1,2
26_1_1_20170116180739158.jpg.chip.jpg,1,1
26_1_1_20170116180908981.jpg.chip.jpg,1,2
26_1_1_20170116184558816.jpg.chip.jpg,5,5
26_1_1_20170116203803077.jpg.chip.jpg,5,5
26_1_1_20170116220051881.jpg.chip.jpg,2,3
26_1_1_20170116221012056.jpg.chip.jpg,2,2
26_1_1_20170116222316103.jpg.chip.jpg,1,3
26_1_1_20170116222453317.jpg.chip.jpg,2,3
26_1_1_20170116222824108.jpg.chip.jpg,2,3
26_1_1_20170116222916879.jpg.chip.jpg,4,4
26_1_1_20170116222929223.jpg.chip.jpg,4,4
26_1_1_20170116223036741.jpg.chip.jpg,2,3
26_1_1_20170116223057328.jpg.chip.jpg,3,4
26_1_1_20170116223107516.jpg.chip.jpg,4,4
26_1_1_20170116223109423.jpg.chip.jpg,4,5
26_1_1_20170116223115624.jpg.chip.jpg,4,4
26_1_1_20170116223229525.jpg.chip.jpg,4,4
26_1_1_20170116223407063.jpg.chip.jpg,2,1
26_1_1_20170116223432216.jpg.chip.jpg,2,3
26_1_1_20170116224118858.jpg.chip.jpg,5,5
26_1_1_20170116224121946.jpg.chip.jpg,4,5
26_1_1_20170116224135754.jpg.chip.jpg,3,3
26_1_1_20170116224202361.jpg.chip.jpg,4,5
26_1_1_20170116225003486.jpg.chip.jpg,4,2
26_1_1_20170116225013300.jpg.chip.jpg,4,4
26_1_1_20170116225026009.jpg.chip.jpg,2,2
26_1_1_20170116225222631.jpg.chip.jpg,2,3
26_1_1_20170116231033348.jpg.chip.jpg,4,2
26_1_1_20170116231102643.jpg.chip.jpg,4,1
26_1_1_20170116231444253.jpg.chip.jpg,3,2
26_1_1_20170116231446642.jpg.chip.jpg,2,3
26_1_1_20170116231530890.jpg.chip.jpg,5,5
26_1_1_20170116231533347.jpg.chip.jpg,5,5
26_1_1_20170116231826726.jpg.chip.jpg,1,3
26_1_1_20170116231829268.jpg.chip.jpg,1,2
26_1_1_20170116231831266.jpg.chip.jpg,5,4
26_1_1_20170116231832606.jpg.chip.jpg,4,4
26_1_1_20170116231834520.jpg.chip.jpg,4,4
26_1_1_20170116231915148.jpg.chip.jpg,1,2
26_1_1_20170116231923179.jpg.chip.jpg,4,2
26_1_1_20170116231924481.jpg.chip.jpg,3,3
26_1_1_20170116231925419.jpg.chip.jpg,5,4
26_1_1_20170116231926819.jpg.chip.jpg,5,5
26_1_1_20170116231937264.jpg.chip.jpg,4,5
26_1_1_20170116232158064.jpg.chip.jpg,5,5
26_1_1_20170116232255273.jpg.chip.jpg,5,5
26_1_1_20170116232324000.jpg.chip.jpg,4,3
26_1_1_20170116232325361.jpg.chip.jpg,3,2
26_1_1_20170116232329337.jpg.chip.jpg,4,4
26_1_1_20170116232352844.jpg.chip.jpg,1,1
26_1_1_20170116232407502.jpg.chip.jpg,5,5
26_1_1_20170116232538007.jpg.chip.jpg,2,2
26_1_1_20170116232550099.jpg.chip.jpg,5,5
26_1_1_20170116232602440.jpg.chip.jpg,3,3
26_1_1_20170116232655628.jpg.chip.jpg,3,3
26_1_1_20170116232657066.jpg.chip.jpg,3,3
26_1_1_20170116232703010.jpg.chip.jpg,4,5
26_1_1_20170116232709732.jpg.chip.jpg,5,5
26_1_1_20170116232801830.jpg.chip.jpg,4,2
26_1_1_20170116232803092.jpg.chip.jpg,4,4
26_1_1_20170116232807177.jpg.chip.jpg,5,5
26_1_1_20170116232809522.jpg.chip.jpg,2,2
26_1_1_20170116232810500.jpg.chip.jpg,4,4
26_1_1_20170116232824362.jpg.chip.jpg,2,3
26_1_1_20170116233044289.jpg.chip.jpg,1,2
26_1_1_20170116233048680.jpg.chip.jpg,1,1
26_1_1_20170116233051385.jpg.chip.jpg,3,4
26_1_1_20170116233457700.jpg.chip.jpg,2,1
26_1_1_20170116233502567.jpg.chip.jpg,4,4
26_1_1_20170116233519519.jpg.chip.jpg,5,4
26_1_1_20170116233613793.jpg.chip.jpg,1,1
26_1_1_20170116233641024.jpg.chip.jpg,4,4
26_1_1_20170116234436659.jpg.chip.jpg,5,5
26_1_1_20170116234630017.jpg.chip.jpg,4,4
26_1_1_20170116234758189.jpg.chip.jpg,3,3
26_1_1_20170116234835737.jpg.chip.jpg,3,4
26_1_1_20170116234847156.jpg.chip.jpg,1,1
26_1_1_20170117022253411.jpg.chip.jpg,5,5
26_1_1_20170117091458401.jpg.chip.jpg,4,4
26_1_1_20170117100117876.jpg.chip.jpg,5,5
26_1_1_20170117134025403.jpg.chip.jpg,4,3
26_1_1_20170117134032319.jpg.chip.jpg,3,3
26_1_1_20170117141807232.jpg.chip.jpg,2,2
26_1_1_20170117152602749.jpg.chip.jpg,4,4
26_1_1_20170117153740629.jpg.chip.jpg,1,1
26_1_1_20170117155009422.jpg.chip.jpg,4,4
26_1_1_20170117163837655.jpg.chip.jpg,2,2
26_1_1_20170117170654969.jpg.chip.jpg,2,3
26_1_1_20170117170703265.jpg.chip.jpg,4,3
26_1_1_20170117172351702.jpg.chip.jpg,2,2
26_1_1_20170117173603334.jpg.chip.jpg,5,4
26_1_1_20170117173805126.jpg.chip.jpg,4,4
26_1_1_20170117183713316.jpg.chip.jpg,4,4
26_1_1_20170117183916995.jpg.chip.jpg,2,2
26_1_1_20170117200205236.jpg.chip.jpg,2,2
26_1_1_20170117200332549.jpg.chip.jpg,4,4
26_1_1_20170117200345500.jpg.chip.jpg,3,3
26_1_1_20170117200437960.jpg.chip.jpg,4,4
26_1_1_20170117200948582.jpg.chip.jpg,1,1
26_1_1_20170117201805678.jpg.chip.jpg,4,4
